image,ground_truth,bbox,predicted_class,confidence
2763.jpg,autorickshaw,"{'xmin': 1371, 'ymin': 582, 'xmax': 1566, 'ymax': 755, 'class': 'autorickshaw', 'class_id': 5}",,
2763.jpg,motorcycle,"{'xmin': 201, 'ymin': 689, 'xmax': 340, 'ymax': 964, 'class': 'motorcycle', 'class_id': 4}",,
2763.jpg,scooter,"{'xmin': 694, 'ymin': 621, 'xmax': 784, 'ymax': 765, 'class': 'scooter', 'class_id': 6}",,
2763.jpg,scooter,"{'xmin': 1524, 'ymin': 671, 'xmax': 1750, 'ymax': 944, 'class': 'scooter', 'class_id': 6}",,
2763.jpg,scooter,"{'xmin': 861, 'ymin': 638, 'xmax': 963, 'ymax': 793, 'class': 'scooter', 'class_id': 6}",,
2765.jpg,autorickshaw,"{'xmin': 167, 'ymin': 562, 'xmax': 406, 'ymax': 879, 'class': 'autorickshaw', 'class_id': 5}",,
2765.jpg,autorickshaw,"{'xmin': 1, 'ymin': 569, 'xmax': 233, 'ymax': 1078, 'class': 'autorickshaw', 'class_id': 5}",,
2765.jpg,car,"{'xmin': 1517, 'ymin': 548, 'xmax': 1802, 'ymax': 697, 'class': 'car', 'class_id': 0}",,
2766.jpg,scooter,"{'xmin': 1099, 'ymin': 734, 'xmax': 1250, 'ymax': 1008, 'class': 'scooter', 'class_id': 6}",,
2766.jpg,scooter,"{'xmin': 1108, 'ymin': 602, 'xmax': 1133, 'ymax': 651, 'class': 'scooter', 'class_id': 6}",,
2766.jpg,autorickshaw,"{'xmin': 1502, 'ymin': 582, 'xmax': 1752, 'ymax': 771, 'class': 'autorickshaw', 'class_id': 5}",,
2766.jpg,autorickshaw,"{'xmin': 1, 'ymin': 528, 'xmax': 457, 'ymax': 1078, 'class': 'autorickshaw', 'class_id': 5}",,
2766.jpg,scooter,"{'xmin': 744, 'ymin': 644, 'xmax': 785, 'ymax': 699, 'class': 'scooter', 'class_id': 6}",,
2766.jpg,scooter,"{'xmin': 935, 'ymin': 613, 'xmax': 967, 'ymax': 654, 'class': 'scooter', 'class_id': 6}",,
2768.jpg,car,"{'xmin': 462, 'ymin': 336, 'xmax': 525, 'ymax': 396, 'class': 'car', 'class_id': 0}",,
2768.jpg,scooter,"{'xmin': 1221, 'ymin': 392, 'xmax': 1280, 'ymax': 458, 'class': 'scooter', 'class_id': 6}",,
2768.jpg,car,"{'xmin': 483, 'ymin': 287, 'xmax': 1046, 'ymax': 565, 'class': 'car', 'class_id': 0}",,
2768.jpg,truck,"{'xmin': 913, 'ymin': 308, 'xmax': 991, 'ymax': 380, 'class': 'truck', 'class_id': 1}",,
2768.jpg,bus,"{'xmin': 46, 'ymin': 12, 'xmax': 341, 'ymax': 717, 'class': 'bus', 'class_id': 2}",,
2768.jpg,autorickshaw,"{'xmin': 1137, 'ymin': 350, 'xmax': 1228, 'ymax': 432, 'class': 'autorickshaw', 'class_id': 5}",,
2768.jpg,car,"{'xmin': 314, 'ymin': 334, 'xmax': 438, 'ymax': 399, 'class': 'car', 'class_id': 0}",,
277.jpg,scooter,"{'xmin': 955, 'ymin': 478, 'xmax': 1105, 'ymax': 621, 'class': 'scooter', 'class_id': 6}",,
277.jpg,autorickshaw,"{'xmin': 816, 'ymin': 339, 'xmax': 930, 'ymax': 422, 'class': 'autorickshaw', 'class_id': 5}",,
277.jpg,truck,"{'xmin': 595, 'ymin': 171, 'xmax': 1080, 'ymax': 658, 'class': 'truck', 'class_id': 1}",,
277.jpg,scooter,"{'xmin': 1136, 'ymin': 421, 'xmax': 1280, 'ymax': 577, 'class': 'scooter', 'class_id': 6}",,
2771.jpg,motorcycle,"{'xmin': 1650, 'ymin': 710, 'xmax': 1921, 'ymax': 1039, 'class': 'motorcycle', 'class_id': 4}",,
2771.jpg,scooter,"{'xmin': 1109, 'ymin': 619, 'xmax': 1260, 'ymax': 801, 'class': 'scooter', 'class_id': 6}",,
2771.jpg,motorcycle,"{'xmin': 1230, 'ymin': 649, 'xmax': 1561, 'ymax': 906, 'class': 'motorcycle', 'class_id': 4}",,
2771.jpg,scooter,"{'xmin': 1488, 'ymin': 635, 'xmax': 1720, 'ymax': 848, 'class': 'scooter', 'class_id': 6}",,
2771.jpg,autorickshaw,"{'xmin': 274, 'ymin': 579, 'xmax': 621, 'ymax': 989, 'class': 'autorickshaw', 'class_id': 5}",,
2772.jpg,autorickshaw,"{'xmin': 1305, 'ymin': 541, 'xmax': 1450, 'ymax': 741, 'class': 'autorickshaw', 'class_id': 5}",,
2772.jpg,autorickshaw,"{'xmin': 503, 'ymin': 546, 'xmax': 933, 'ymax': 1046, 'class': 'autorickshaw', 'class_id': 5}",,
2772.jpg,autorickshaw,"{'xmin': 906, 'ymin': 533, 'xmax': 1102, 'ymax': 801, 'class': 'autorickshaw', 'class_id': 5}",,
2772.jpg,autorickshaw,"{'xmin': 1388, 'ymin': 514, 'xmax': 1747, 'ymax': 891, 'class': 'autorickshaw', 'class_id': 5}",,
2772.jpg,autorickshaw,"{'xmin': 196, 'ymin': 552, 'xmax': 541, 'ymax': 909, 'class': 'autorickshaw', 'class_id': 5}",,
2773.jpg,car,"{'xmin': 840, 'ymin': 598, 'xmax': 917, 'ymax': 670, 'class': 'car', 'class_id': 0}",,
2773.jpg,car,"{'xmin': 937, 'ymin': 595, 'xmax': 996, 'ymax': 648, 'class': 'car', 'class_id': 0}",,
2773.jpg,car,"{'xmin': 595, 'ymin': 606, 'xmax': 881, 'ymax': 813, 'class': 'car', 'class_id': 0}",,
2773.jpg,car,"{'xmin': 1538, 'ymin': 611, 'xmax': 1662, 'ymax': 659, 'class': 'car', 'class_id': 0}",,
2773.jpg,car,"{'xmin': 1002, 'ymin': 591, 'xmax': 1040, 'ymax': 624, 'class': 'car', 'class_id': 0}",,
2773.jpg,truck,"{'xmin': 1256, 'ymin': 565, 'xmax': 1365, 'ymax': 660, 'class': 'truck', 'class_id': 1}",,
2773.jpg,scooter,"{'xmin': 901, 'ymin': 618, 'xmax': 948, 'ymax': 694, 'class': 'scooter', 'class_id': 6}",,
2774.jpg,scooter,"{'xmin': 1044, 'ymin': 701, 'xmax': 1237, 'ymax': 956, 'class': 'scooter', 'class_id': 6}",,
2774.jpg,autorickshaw,"{'xmin': 1, 'ymin': 570, 'xmax': 809, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2774.jpg,truck,"{'xmin': 1425, 'ymin': 462, 'xmax': 1921, 'ymax': 971, 'class': 'truck', 'class_id': 1}",,
2775.jpg,car,"{'xmin': 1603, 'ymin': 588, 'xmax': 1920, 'ymax': 844, 'class': 'car', 'class_id': 0}",,
2775.jpg,motorcycle,"{'xmin': 912, 'ymin': 649, 'xmax': 1069, 'ymax': 930, 'class': 'motorcycle', 'class_id': 4}",,
2775.jpg,motorcycle,"{'xmin': 1140, 'ymin': 667, 'xmax': 1296, 'ymax': 853, 'class': 'motorcycle', 'class_id': 4}",,
2775.jpg,motorcycle,"{'xmin': 1482, 'ymin': 637, 'xmax': 1610, 'ymax': 746, 'class': 'motorcycle', 'class_id': 4}",,
2775.jpg,scooter,"{'xmin': 632, 'ymin': 638, 'xmax': 779, 'ymax': 858, 'class': 'scooter', 'class_id': 6}",,
2775.jpg,car,"{'xmin': 494, 'ymin': 582, 'xmax': 730, 'ymax': 737, 'class': 'car', 'class_id': 0}",,
2775.jpg,autorickshaw,"{'xmin': 3, 'ymin': 536, 'xmax': 377, 'ymax': 1044, 'class': 'autorickshaw', 'class_id': 5}",,
2776.jpg,car,"{'xmin': 1398, 'ymin': 629, 'xmax': 1725, 'ymax': 885, 'class': 'car', 'class_id': 0}",,
2776.jpg,car,"{'xmin': 999, 'ymin': 645, 'xmax': 1472, 'ymax': 1069, 'class': 'car', 'class_id': 0}",,
2776.jpg,bus,"{'xmin': 963, 'ymin': 426, 'xmax': 1321, 'ymax': 770, 'class': 'bus', 'class_id': 2}",,
2776.jpg,bus,"{'xmin': 1582, 'ymin': 508, 'xmax': 1916, 'ymax': 778, 'class': 'bus', 'class_id': 2}",,
2776.jpg,motorcycle,"{'xmin': 585, 'ymin': 672, 'xmax': 717, 'ymax': 899, 'class': 'motorcycle', 'class_id': 4}",,
2776.jpg,motorcycle,"{'xmin': 748, 'ymin': 710, 'xmax': 929, 'ymax': 1043, 'class': 'motorcycle', 'class_id': 4}",,
2777.jpg,truck,"{'xmin': 1091, 'ymin': 345, 'xmax': 1359, 'ymax': 583, 'class': 'truck', 'class_id': 1}",,
2777.jpg,bus,"{'xmin': 956, 'ymin': 424, 'xmax': 1030, 'ymax': 493, 'class': 'bus', 'class_id': 2}",,
2777.jpg,motorcycle,"{'xmin': 1606, 'ymin': 543, 'xmax': 1735, 'ymax': 664, 'class': 'motorcycle', 'class_id': 4}",,
2777.jpg,motorcycle,"{'xmin': 791, 'ymin': 525, 'xmax': 856, 'ymax': 619, 'class': 'motorcycle', 'class_id': 4}",,
2778.jpg,scooter,"{'xmin': 1740, 'ymin': 597, 'xmax': 1831, 'ymax': 754, 'class': 'scooter', 'class_id': 6}",,
2778.jpg,car,"{'xmin': 1205, 'ymin': 567, 'xmax': 1372, 'ymax': 646, 'class': 'car', 'class_id': 0}",,
2778.jpg,car,"{'xmin': 259, 'ymin': 577, 'xmax': 455, 'ymax': 715, 'class': 'car', 'class_id': 0}",,
2779.jpg,autorickshaw,"{'xmin': 1724, 'ymin': 572, 'xmax': 1918, 'ymax': 722, 'class': 'autorickshaw', 'class_id': 5}",,
2779.jpg,car,"{'xmin': 810, 'ymin': 538, 'xmax': 884, 'ymax': 612, 'class': 'car', 'class_id': 0}",,
2780.jpg,car,"{'xmin': 17, 'ymin': 585, 'xmax': 360, 'ymax': 830, 'class': 'car', 'class_id': 0}",,
2780.jpg,scooter,"{'xmin': 1282, 'ymin': 757, 'xmax': 1850, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
2780.jpg,scooter,"{'xmin': 1841, 'ymin': 721, 'xmax': 1920, 'ymax': 887, 'class': 'scooter', 'class_id': 6}",,
2780.jpg,truck,"{'xmin': 357, 'ymin': 580, 'xmax': 1193, 'ymax': 970, 'class': 'truck', 'class_id': 1}",,
2780.jpg,scooter,"{'xmin': 1595, 'ymin': 627, 'xmax': 1761, 'ymax': 803, 'class': 'scooter', 'class_id': 6}",,
2780.jpg,scooter,"{'xmin': 1657, 'ymin': 601, 'xmax': 1845, 'ymax': 793, 'class': 'scooter', 'class_id': 6}",,
2781.jpg,truck,"{'xmin': 1103, 'ymin': 560, 'xmax': 1285, 'ymax': 745, 'class': 'truck', 'class_id': 1}",,
2781.jpg,autorickshaw,"{'xmin': 596, 'ymin': 567, 'xmax': 871, 'ymax': 882, 'class': 'autorickshaw', 'class_id': 5}",,
2781.jpg,autorickshaw,"{'xmin': 951, 'ymin': 573, 'xmax': 1167, 'ymax': 835, 'class': 'autorickshaw', 'class_id': 5}",,
2781.jpg,motorcycle,"{'xmin': 590, 'ymin': 640, 'xmax': 622, 'ymax': 706, 'class': 'motorcycle', 'class_id': 4}",,
2781.jpg,scooter,"{'xmin': 434, 'ymin': 659, 'xmax': 494, 'ymax': 821, 'class': 'scooter', 'class_id': 6}",,
2781.jpg,motorcycle,"{'xmin': 888, 'ymin': 715, 'xmax': 1055, 'ymax': 966, 'class': 'motorcycle', 'class_id': 4}",,
2781.jpg,autorickshaw,"{'xmin': 1241, 'ymin': 542, 'xmax': 1571, 'ymax': 898, 'class': 'autorickshaw', 'class_id': 5}",,
2781.jpg,car,"{'xmin': 1681, 'ymin': 587, 'xmax': 1920, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2781.jpg,motorcycle,"{'xmin': 266, 'ymin': 649, 'xmax': 403, 'ymax': 837, 'class': 'motorcycle', 'class_id': 4}",,
2781.jpg,scooter,"{'xmin': 1194, 'ymin': 697, 'xmax': 1357, 'ymax': 961, 'class': 'scooter', 'class_id': 6}",,
2781.jpg,scooter,"{'xmin': 1547, 'ymin': 638, 'xmax': 1633, 'ymax': 815, 'class': 'scooter', 'class_id': 6}",,
2781.jpg,motorcycle,"{'xmin': 57, 'ymin': 692, 'xmax': 277, 'ymax': 1041, 'class': 'motorcycle', 'class_id': 4}",,
2783.jpg,autorickshaw,"{'xmin': 1701, 'ymin': 539, 'xmax': 1920, 'ymax': 865, 'class': 'autorickshaw', 'class_id': 5}",,
2783.jpg,scooter,"{'xmin': 1150, 'ymin': 603, 'xmax': 1218, 'ymax': 714, 'class': 'scooter', 'class_id': 6}",,
2783.jpg,motorcycle,"{'xmin': 1316, 'ymin': 616, 'xmax': 1418, 'ymax': 788, 'class': 'motorcycle', 'class_id': 4}",,
2783.jpg,scooter,"{'xmin': 184, 'ymin': 647, 'xmax': 355, 'ymax': 819, 'class': 'scooter', 'class_id': 6}",,
2783.jpg,autorickshaw,"{'xmin': 1458, 'ymin': 563, 'xmax': 1698, 'ymax': 817, 'class': 'autorickshaw', 'class_id': 5}",,
2784.jpg,scooter,"{'xmin': 193, 'ymin': 802, 'xmax': 507, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
2784.jpg,car,"{'xmin': 1316, 'ymin': 462, 'xmax': 1353, 'ymax': 494, 'class': 'car', 'class_id': 0}",,
2784.jpg,scooter,"{'xmin': 1232, 'ymin': 571, 'xmax': 1452, 'ymax': 995, 'class': 'scooter', 'class_id': 6}",,
2784.jpg,truck,"{'xmin': 1216, 'ymin': 426, 'xmax': 1292, 'ymax': 509, 'class': 'truck', 'class_id': 1}",,
2784.jpg,autorickshaw,"{'xmin': 486, 'ymin': 469, 'xmax': 981, 'ymax': 1077, 'class': 'autorickshaw', 'class_id': 5}",,
2784.jpg,bus,"{'xmin': 1478, 'ymin': 412, 'xmax': 1780, 'ymax': 520, 'class': 'bus', 'class_id': 2}",,
2784.jpg,autorickshaw,"{'xmin': 1352, 'ymin': 459, 'xmax': 1398, 'ymax': 503, 'class': 'autorickshaw', 'class_id': 5}",,
2784.jpg,autorickshaw,"{'xmin': 1422, 'ymin': 462, 'xmax': 1478, 'ymax': 506, 'class': 'autorickshaw', 'class_id': 5}",,
2785.jpg,motorcycle,"{'xmin': 275, 'ymin': 656, 'xmax': 402, 'ymax': 854, 'class': 'motorcycle', 'class_id': 4}",,
2785.jpg,motorcycle,"{'xmin': 484, 'ymin': 599, 'xmax': 568, 'ymax': 729, 'class': 'motorcycle', 'class_id': 4}",,
2785.jpg,motorcycle,"{'xmin': 222, 'ymin': 599, 'xmax': 354, 'ymax': 697, 'class': 'motorcycle', 'class_id': 4}",,
2785.jpg,autorickshaw,"{'xmin': 909, 'ymin': 569, 'xmax': 1056, 'ymax': 736, 'class': 'autorickshaw', 'class_id': 5}",,
2785.jpg,scooter,"{'xmin': 358, 'ymin': 632, 'xmax': 514, 'ymax': 800, 'class': 'scooter', 'class_id': 6}",,
2785.jpg,motorcycle,"{'xmin': 519, 'ymin': 653, 'xmax': 629, 'ymax': 843, 'class': 'motorcycle', 'class_id': 4}",,
2785.jpg,motorcycle,"{'xmin': 160, 'ymin': 670, 'xmax': 318, 'ymax': 898, 'class': 'motorcycle', 'class_id': 4}",,
2785.jpg,autorickshaw,"{'xmin': 1381, 'ymin': 540, 'xmax': 1559, 'ymax': 708, 'class': 'autorickshaw', 'class_id': 5}",,
2785.jpg,motorcycle,"{'xmin': 1046, 'ymin': 643, 'xmax': 1155, 'ymax': 811, 'class': 'motorcycle', 'class_id': 4}",,
2786.jpg,autorickshaw,"{'xmin': 892, 'ymin': 338, 'xmax': 1075, 'ymax': 510, 'class': 'autorickshaw', 'class_id': 5}",,
2786.jpg,car,"{'xmin': 660, 'ymin': 354, 'xmax': 859, 'ymax': 536, 'class': 'car', 'class_id': 0}",,
2786.jpg,car,"{'xmin': 1095, 'ymin': 329, 'xmax': 1280, 'ymax': 431, 'class': 'car', 'class_id': 0}",,
2788.jpg,motorcycle,"{'xmin': 1044, 'ymin': 762, 'xmax': 1231, 'ymax': 1078, 'class': 'motorcycle', 'class_id': 4}",,
2788.jpg,car,"{'xmin': 95, 'ymin': 582, 'xmax': 519, 'ymax': 828, 'class': 'car', 'class_id': 0}",,
2788.jpg,truck,"{'xmin': 1248, 'ymin': 315, 'xmax': 1920, 'ymax': 990, 'class': 'truck', 'class_id': 1}",,
2788.jpg,autorickshaw,"{'xmin': 575, 'ymin': 556, 'xmax': 750, 'ymax': 759, 'class': 'autorickshaw', 'class_id': 5}",,
2788.jpg,autorickshaw,"{'xmin': 859, 'ymin': 535, 'xmax': 1140, 'ymax': 859, 'class': 'autorickshaw', 'class_id': 5}",,
279.jpg,motorcycle,"{'xmin': 250, 'ymin': 672, 'xmax': 437, 'ymax': 911, 'class': 'motorcycle', 'class_id': 4}",,
279.jpg,car,"{'xmin': 1723, 'ymin': 602, 'xmax': 1911, 'ymax': 722, 'class': 'car', 'class_id': 0}",,
279.jpg,bus,"{'xmin': 1211, 'ymin': 504, 'xmax': 1528, 'ymax': 663, 'class': 'bus', 'class_id': 2}",,
279.jpg,autorickshaw,"{'xmin': 723, 'ymin': 547, 'xmax': 897, 'ymax': 742, 'class': 'autorickshaw', 'class_id': 5}",,
2790.jpg,autorickshaw,"{'xmin': 811, 'ymin': 491, 'xmax': 1126, 'ymax': 883, 'class': 'autorickshaw', 'class_id': 5}",,
2790.jpg,motorcycle,"{'xmin': 1200, 'ymin': 637, 'xmax': 1354, 'ymax': 845, 'class': 'motorcycle', 'class_id': 4}",,
2790.jpg,scooter,"{'xmin': 1533, 'ymin': 585, 'xmax': 1668, 'ymax': 753, 'class': 'scooter', 'class_id': 6}",,
2790.jpg,motorcycle,"{'xmin': 104, 'ymin': 512, 'xmax': 255, 'ymax': 692, 'class': 'motorcycle', 'class_id': 4}",,
2790.jpg,motorcycle,"{'xmin': 1462, 'ymin': 592, 'xmax': 1583, 'ymax': 713, 'class': 'motorcycle', 'class_id': 4}",,
2790.jpg,motorcycle,"{'xmin': 291, 'ymin': 731, 'xmax': 578, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
2792.jpg,autorickshaw,"{'xmin': 1, 'ymin': 589, 'xmax': 257, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2792.jpg,car,"{'xmin': 427, 'ymin': 581, 'xmax': 633, 'ymax': 770, 'class': 'car', 'class_id': 0}",,
2793.jpg,motorcycle,"{'xmin': 494, 'ymin': 644, 'xmax': 739, 'ymax': 801, 'class': 'motorcycle', 'class_id': 4}",,
2793.jpg,motorcycle,"{'xmin': 596, 'ymin': 661, 'xmax': 779, 'ymax': 795, 'class': 'motorcycle', 'class_id': 4}",,
2793.jpg,motorcycle,"{'xmin': 1232, 'ymin': 623, 'xmax': 1333, 'ymax': 746, 'class': 'motorcycle', 'class_id': 4}",,
2795.jpg,autorickshaw,"{'xmin': 979, 'ymin': 501, 'xmax': 1701, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2795.jpg,autorickshaw,"{'xmin': 457, 'ymin': 517, 'xmax': 1073, 'ymax': 1079, 'class': 'autorickshaw', 'class_id': 5}",,
2795.jpg,scooter,"{'xmin': 1686, 'ymin': 598, 'xmax': 1788, 'ymax': 697, 'class': 'scooter', 'class_id': 6}",,
2795.jpg,autorickshaw,"{'xmin': 440, 'ymin': 547, 'xmax': 718, 'ymax': 892, 'class': 'autorickshaw', 'class_id': 5}",,
2795.jpg,autorickshaw,"{'xmin': 1, 'ymin': 536, 'xmax': 467, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2796.jpg,motorcycle,"{'xmin': 481, 'ymin': 377, 'xmax': 533, 'ymax': 459, 'class': 'motorcycle', 'class_id': 4}",,
2796.jpg,car,"{'xmin': 1054, 'ymin': 349, 'xmax': 1212, 'ymax': 426, 'class': 'car', 'class_id': 0}",,
2796.jpg,car,"{'xmin': 574, 'ymin': 342, 'xmax': 742, 'ymax': 499, 'class': 'car', 'class_id': 0}",,
2796.jpg,car,"{'xmin': 745, 'ymin': 320, 'xmax': 927, 'ymax': 461, 'class': 'car', 'class_id': 0}",,
2796.jpg,car,"{'xmin': 1156, 'ymin': 473, 'xmax': 1279, 'ymax': 719, 'class': 'car', 'class_id': 0}",,
2798.jpg,motorcycle,"{'xmin': 1430, 'ymin': 527, 'xmax': 1543, 'ymax': 643, 'class': 'motorcycle', 'class_id': 4}",,
2798.jpg,scooter,"{'xmin': 1264, 'ymin': 499, 'xmax': 1320, 'ymax': 595, 'class': 'scooter', 'class_id': 6}",,
2798.jpg,motorcycle,"{'xmin': 1204, 'ymin': 501, 'xmax': 1241, 'ymax': 574, 'class': 'motorcycle', 'class_id': 4}",,
2798.jpg,motorcycle,"{'xmin': 77, 'ymin': 515, 'xmax': 319, 'ymax': 732, 'class': 'motorcycle', 'class_id': 4}",,
2798.jpg,motorcycle,"{'xmin': 1781, 'ymin': 592, 'xmax': 1919, 'ymax': 792, 'class': 'motorcycle', 'class_id': 4}",,
2798.jpg,autorickshaw,"{'xmin': 876, 'ymin': 459, 'xmax': 987, 'ymax': 675, 'class': 'autorickshaw', 'class_id': 5}",,
2798.jpg,motorcycle,"{'xmin': 1313, 'ymin': 546, 'xmax': 1423, 'ymax': 693, 'class': 'motorcycle', 'class_id': 4}",,
2798.jpg,autorickshaw,"{'xmin': 897, 'ymin': 458, 'xmax': 1221, 'ymax': 854, 'class': 'autorickshaw', 'class_id': 5}",,
2798.jpg,scooter,"{'xmin': 0, 'ymin': 500, 'xmax': 332, 'ymax': 844, 'class': 'scooter', 'class_id': 6}",,
2798.jpg,scooter,"{'xmin': 1545, 'ymin': 776, 'xmax': 1920, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
2798.jpg,motorcycle,"{'xmin': 811, 'ymin': 509, 'xmax': 867, 'ymax': 590, 'class': 'motorcycle', 'class_id': 4}",,
2799.jpg,autorickshaw,"{'xmin': 573, 'ymin': 529, 'xmax': 1256, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2799.jpg,motorcycle,"{'xmin': 1332, 'ymin': 721, 'xmax': 1649, 'ymax': 1070, 'class': 'motorcycle', 'class_id': 4}",,
2799.jpg,bus,"{'xmin': 0, 'ymin': 54, 'xmax': 811, 'ymax': 989, 'class': 'bus', 'class_id': 2}",,
28.jpg,car,"{'xmin': 1633, 'ymin': 665, 'xmax': 1918, 'ymax': 888, 'class': 'car', 'class_id': 0}",,
28.jpg,car,"{'xmin': 570, 'ymin': 598, 'xmax': 802, 'ymax': 758, 'class': 'car', 'class_id': 0}",,
28.jpg,scooter,"{'xmin': 498, 'ymin': 633, 'xmax': 613, 'ymax': 778, 'class': 'scooter', 'class_id': 6}",,
28.jpg,bus,"{'xmin': 1030, 'ymin': 460, 'xmax': 1340, 'ymax': 804, 'class': 'bus', 'class_id': 2}",,
280.jpg,motorcycle,"{'xmin': 1462, 'ymin': 808, 'xmax': 1918, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
280.jpg,motorcycle,"{'xmin': 362, 'ymin': 731, 'xmax': 725, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
280.jpg,motorcycle,"{'xmin': 208, 'ymin': 551, 'xmax': 285, 'ymax': 690, 'class': 'motorcycle', 'class_id': 4}",,
280.jpg,motorcycle,"{'xmin': 1277, 'ymin': 636, 'xmax': 1387, 'ymax': 746, 'class': 'motorcycle', 'class_id': 4}",,
2801.jpg,motorcycle,"{'xmin': 562, 'ymin': 615, 'xmax': 657, 'ymax': 765, 'class': 'motorcycle', 'class_id': 4}",,
2801.jpg,truck,"{'xmin': 689, 'ymin': 400, 'xmax': 1029, 'ymax': 762, 'class': 'truck', 'class_id': 1}",,
2801.jpg,bus,"{'xmin': 1, 'ymin': 97, 'xmax': 567, 'ymax': 1053, 'class': 'bus', 'class_id': 2}",,
2801.jpg,motorcycle,"{'xmin': 955, 'ymin': 630, 'xmax': 1110, 'ymax': 883, 'class': 'motorcycle', 'class_id': 4}",,
2803.jpg,car,"{'xmin': 1, 'ymin': 675, 'xmax': 654, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2803.jpg,car,"{'xmin': 748, 'ymin': 645, 'xmax': 1228, 'ymax': 1067, 'class': 'car', 'class_id': 0}",,
2803.jpg,car,"{'xmin': 1175, 'ymin': 626, 'xmax': 1495, 'ymax': 882, 'class': 'car', 'class_id': 0}",,
2803.jpg,scooter,"{'xmin': 826, 'ymin': 812, 'xmax': 1153, 'ymax': 1079, 'class': 'scooter', 'class_id': 6}",,
2803.jpg,car,"{'xmin': 1441, 'ymin': 604, 'xmax': 1918, 'ymax': 1079, 'class': 'car', 'class_id': 0}",,
2804.jpg,car,"{'xmin': 1341, 'ymin': 610, 'xmax': 1921, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2804.jpg,autorickshaw,"{'xmin': 1329, 'ymin': 559, 'xmax': 1623, 'ymax': 797, 'class': 'autorickshaw', 'class_id': 5}",,
2804.jpg,autorickshaw,"{'xmin': 934, 'ymin': 563, 'xmax': 1083, 'ymax': 785, 'class': 'autorickshaw', 'class_id': 5}",,
2804.jpg,autorickshaw,"{'xmin': 621, 'ymin': 563, 'xmax': 974, 'ymax': 1003, 'class': 'autorickshaw', 'class_id': 5}",,
2804.jpg,mini-bus,"{'xmin': 1, 'ymin': 370, 'xmax': 640, 'ymax': 1080, 'class': 'mini-bus', 'class_id': 3}",,
2805.jpg,motorcycle,"{'xmin': 876, 'ymin': 723, 'xmax': 1075, 'ymax': 1063, 'class': 'motorcycle', 'class_id': 4}",,
2805.jpg,bus,"{'xmin': 936, 'ymin': 479, 'xmax': 1195, 'ymax': 754, 'class': 'bus', 'class_id': 2}",,
2805.jpg,bus,"{'xmin': 1297, 'ymin': 520, 'xmax': 1690, 'ymax': 778, 'class': 'bus', 'class_id': 2}",,
2806.jpg,car,"{'xmin': 171, 'ymin': 609, 'xmax': 932, 'ymax': 1077, 'class': 'car', 'class_id': 0}",,
2806.jpg,car,"{'xmin': 1, 'ymin': 541, 'xmax': 328, 'ymax': 1079, 'class': 'car', 'class_id': 0}",,
2806.jpg,car,"{'xmin': 877, 'ymin': 588, 'xmax': 1063, 'ymax': 756, 'class': 'car', 'class_id': 0}",,
2806.jpg,car,"{'xmin': 909, 'ymin': 604, 'xmax': 1504, 'ymax': 1079, 'class': 'car', 'class_id': 0}",,
2806.jpg,bus,"{'xmin': 0, 'ymin': 338, 'xmax': 459, 'ymax': 662, 'class': 'bus', 'class_id': 2}",,
2807.jpg,motorcycle,"{'xmin': 1161, 'ymin': 719, 'xmax': 1535, 'ymax': 1079, 'class': 'motorcycle', 'class_id': 4}",,
2807.jpg,scooter,"{'xmin': 1076, 'ymin': 610, 'xmax': 1191, 'ymax': 791, 'class': 'scooter', 'class_id': 6}",,
2807.jpg,scooter,"{'xmin': 405, 'ymin': 699, 'xmax': 674, 'ymax': 1078, 'class': 'scooter', 'class_id': 6}",,
2807.jpg,autorickshaw,"{'xmin': 683, 'ymin': 534, 'xmax': 1107, 'ymax': 960, 'class': 'autorickshaw', 'class_id': 5}",,
2808.jpg,car,"{'xmin': 2, 'ymin': 399, 'xmax': 352, 'ymax': 665, 'class': 'car', 'class_id': 0}",,
2809.jpg,car,"{'xmin': 1204, 'ymin': 621, 'xmax': 1284, 'ymax': 683, 'class': 'car', 'class_id': 0}",,
2809.jpg,motorcycle,"{'xmin': 1350, 'ymin': 684, 'xmax': 1479, 'ymax': 868, 'class': 'motorcycle', 'class_id': 4}",,
281.jpg,car,"{'xmin': 920, 'ymin': 575, 'xmax': 1721, 'ymax': 1079, 'class': 'car', 'class_id': 0}",,
281.jpg,car,"{'xmin': 1512, 'ymin': 553, 'xmax': 1919, 'ymax': 942, 'class': 'car', 'class_id': 0}",,
